tanggal_pemesanan,nomor_kontrak_retail,pelanggan,jenis,nama_proyek,product,area,nilai,status
7/31/2019,SO/UR/07-2019/20984,Plg 18274365,Perorangan,Pry rd9870mx,K-225 N,Bandung Timur,7194000,Approved
7/31/2019,SO/UR/07-2019/20986,Plg 18274536,CV,Pry r87d90mx,K-350,BSD,77000000,Approved
7/31/2019,SO/UR/07-2019/20987,Plg 18274563,Perorangan,Pry r87d90xm,K-275 N,Delta Mas,19828875,Approved
7/31/2019,SO/UR/07-2019/20988,Plg 13458762,Perorangan,Pry rd8709mx,K-250,Bekasi,20212500,Approved
7/31/2019,SO/UR/07-2019/20990,Plg 17582436,Perorangan,Pry r897x0dm,K-300,Dadap,3320625,Approved
7/31/2019,SO/UR/07-2019/20991,Plg 16857243,Perorangan,Pry r87mdx09,K-350 N,Bandung Timur,80643750,Approved
7/31/2019,SO/UR/07-2019/20992,Plg 18267345,Perorangan,Pry rd0mx897,K-225 N,Dawuan,14045625,Approved
7/31/2019,SO/UR/07-2019/20993,Plg 18246537,Perorangan,Pry r89x07dm,K-250,Tambak Sumur,6381375,Approved
7/31/2019,SO/UR/07-2019/20994,Plg 14625738,Perorangan,Pry rxm8709d,K-250,BSD,34746250,Approved
7/31/2019,SO/UR/07-2019/20995,Plg 18274635,PT,Pry r87mdx90,K-300,Cikupa,4070000,Approved
7/31/2019,SO/UR/07-2019/20996,Plg 13562874,PT,Pry rmx07d89,K-300,Dawuan,94325000,Approved
7/31/2019,SO/UR/07-2019/20997,Plg 12647538,PT,Pry rd08x9m7,K-250,BSD,58575000,Approved
7/31/2019,SO/UR/07-2019/20999,Plg 12647538,PT,Pry rd08x9m7,K-250,BSD,29287500,Approved
7/31/2019,SO/UR/07-2019/21000,Plg 18274653,Perorangan,Pry rd8m709x,K-300,Cikupa,39385500,Approved
7/31/2019,SO/UR/07-2019/21002,Plg 18275346,Perorangan,Pry r87md0x9,K-250 N,Palimanan,6641250,Approved
7/31/2019,SO/UR/07-2019/21003,Plg 12678534,PT,Pry rd9m07x8,K-350,Mauk,113960000,Approved
7/31/2019,SO/UR/07-2019/21004,Plg 18273456,Perorangan,Pry r87d0mx9,K-300,Green Lake,974875,Approved
7/31/2019,SO/UR/07-2019/21005,Plg 12485376,Perorangan,Pry r078x9dm,K-300,Lenteng Agung,127050000,Approved
7/31/2019,SO/UR/07-2019/21007,Plg 12467853,PT,Pry r8x09d7m,K-300,Dawuan,133650000,Approved
7/31/2019,SO/UR/07-2019/21009,Plg 13672584,CV,Pry r87md09x,K-350 N,Dawuan,107250000,Approved
7/31/2019,SO/UR/07-2019/21010,Plg 13578462,Perorangan,Pry r87md9x0,K-350 N,Dawuan,144485000,Approved
7/31/2019,SO/UR/07-2019/21011,Plg 13672584,CV,Pry r87md09x,K-125 N,Dawuan,24279750,Approved
7/31/2019,SO/UR/07-2019/21012,Plg 18265374,Perorangan,Pry r8970mxd,K-300,Cilacap,14025000,Approved
7/31/2019,SO/UR/07-2019/21013,Plg 13754628,Perorangan,Pry rm9d7x80,K-250 N,Palimanan,47437500,Approved
7/31/2019,SO/UR/07-2019/21014,Plg 13687542,PT,Pry rm0798dx,K-300,Palimanan,30112500,Approved
7/31/2019,SO/UR/07-2019/21015,Plg 17642538,Perorangan,Pry r9d087mx,K-125,Bandung Barat,6063750,Approved
7/31/2019,SO/UR/07-2019/21016,Plg 16327845,Perorangan,Pry r07dx89m,K-300,Taman Anggrek II,1072500,Approved
7/31/2019,SO/UR/07-2019/21017,Plg 18267453,Perorangan,Pry r87dx09m,K-250,Cibubur,16186500,Approved
7/31/2019,SO/UR/07-2019/21018,Plg 16238745,Perorangan,Pry r08md9x7,"K-300 ,Fc-25 ",Taman Anggrek II,9982500,Approved
7/31/2019,SO/UR/07-2019/21019,Plg 18275364,Perorangan,Pry r87md90x,K-225,Cibubur,4496250,Approved
7/31/2019,SO/UR/07-2019/21020,Plg 13684725,PT,Pry rm07d9x8,K-250 N,Palimanan,46530000,Approved
7/31/2019,SO/UR/07-2019/21021,Plg 12568734,Perorangan,Pry r890xm7d,K-225,Cibubur,4874375,Approved
7/31/2019,SO/UR/07-2019/21022,Plg 12834657,PT,Pry r8m9d0x7,K-350 N,Tanah Abang,14764750,Approved
7/31/2019,SO/UR/07-2019/21023,Plg 12346587,PT,Pry r89m07xd,K-300,Green Lake,93637500,Approved
7/31/2019,SO/UR/07-2019/21024,Plg 18273645,Perorangan,Pry rx0d987m,K-300,Dadap,4606250,Approved
7/31/2019,SO/UR/07-2019/21025,Plg 18264753,Perorangan,Pry rd0x9m87,K-300,Green Lake,6776000,Approved
7/31/2019,SO/UR/07-2019/21027,Plg 17825463,Perorangan,Pry r80m9dx7,"K-650 N,Fc-40 N",Sentul,15426813,Approved
7/31/2019,SO/UR/07-2019/21028,Plg 12754836,PT,Pry rx9md870,K-400,Taman Anggrek II,4290000,Approved
7/31/2019,SO/UR/07-2019/21029,Plg 13428567,Perorangan,Pry rmd8709x,K-300,Delta Mas,3696000,Approved
7/31/2019,SO/UR/07-2019/21030,Plg 16834572,PT,Pry r90dxm78,K-250,BSD,15918375,Approved
7/31/2019,SO/UR/07-2019/21036,Plg 13726485,PT,Pry rd0x9m87,K-300,Mauk,77220000,Approved
7/31/2019,SO/UR/07-2019/21039,Plg 16723854,Perorangan,Pry rdmx8970,K-350 N,Bandung Barat,2564375,Approved
7/31/2019,SO/UR/07-2019/21042,Plg 12563487,Perorangan,Pry r87mxd09,K-300 N,Lenteng Agung,47162500,Approved
7/31/2019,SO/UR/07-2019/21044,Plg 18275436,Perorangan,Pry r809xd7m,K-250,Lenteng Agung,14388000,Approved
7/31/2019,SO/UR/07-2019/21046,Plg 13578462,Perorangan,Pry r87md9x0,K-125 N,Dawuan,30607500,Approved
7/31/2019,SO/UR/07-2019/21047,Plg 15372648,Perorangan,Pry rdm90x78,K-350 N,Bandung Timur,6377250,Approved
7/31/2019,SO/UR/07-2019/21048,Plg 18275463,Perorangan,Pry rd0xm879,K-300,Cilacap,9108000,Approved
7/31/2019,SO/UR/07-2019/21050,Plg 18275634,Perorangan,Pry rdx87m90,K-225 N,Bandung Timur,14080000,Approved
7/31/2019,SO/UR/07-2019/21052,Plg 18275643,PT,Pry r87mxd90,K-300,Bandung Barat,7959188,Approved
7/31/2019,SO/UR/07-2019/21053,Plg 18275643,PT,Pry r87mxd90,K-400,Bandung Barat,13648250,Approved
7/31/2019,SO/UR/07-2019/21054,Plg 18276345,Perorangan,Pry rdmx0798,K-300,Cakung,6381375,Approved
7/31/2019,SO/UR/07-2019/21055,Plg 13768254,CV,Pry rmx7d089,K-250,Tambak Sumur,3990938,Approved
7/31/2019,SO/UR/07-2019/21058,Plg 18276354,Perorangan,Pry rdmx0798,K-275,Taman Anggrek II,22440000,Approved
7/31/2019,SO/UR/07-2019/21061,Plg 18276435,Perorangan,Pry r87mx0d9,K-100,Cibubur,7293000,Approved
7/31/2019,SO/UR/07-2019/21062,Plg 18276453,PT,Pry r87mx09d,K-225,Sentul,14045625,Approved
7/31/2019,SO/UR/07-2019/21063,Plg 18276534,Perorangan,Pry r87mx9d0,K-250,Delta Mas,22341000,Approved
7/31/2019,SO/UR/07-2019/21070,Plg 18276543,Perorangan,Pry rmx078d9,K-350,Bandung Timur,6146250,Approved
7/31/2019,SO/UR/07-2019/21075,Plg 18324567,Perorangan,Pry rdm0x879,K-250 N,Dadap,15163500,Approved
7/31/2019,SO/UR/07-2019/21077,Plg 17842356,PT,Pry r80x7dm9,K-225,Pulo Gadung,2098250,Approved
7/31/2019,SO/UR/07-2019/21078,Plg 12458736,PT,Pry rdxm7809,K-275,Casablanca,6146250,Approved
7/31/2019,SO/UR/07-2019/21079,Plg 17354268,PT,Pry rdmx0798,K-250,Lenteng Agung,11352000,Approved
7/31/2019,SO/UR/07-2019/21081,Plg 12357846,PT,Pry r87mx90d,K-250,Tanah Abang,2586375,Approved
8/9/2018,SO/UR/08-2018/001,Plg 13726485,PT,Pry rm9d07x8,K-400 N,Palimanan,367193750,Approved
8/9/2018,SO/UR/08-2018/002,Plg 18324576,Perorangan,Pry r87m0dx9,K-500,Taman Anggrek II,12100000,Approved
7/31/2018,SO/UR/08-2018/006,Plg 18324657,Perorangan,Pry rdmx0798,K-300,Lenteng Agung,35640000,Approved
8/13/2018,SO/UR/08-2018/011,Plg 12748365,Perorangan,Pry rd98m70x,K-300,Kebon Jeruk,1925000,Approved
8/15/2018,SO/UR/08-2018/013,Plg 17364258,Perorangan,Pry r87m0d9x,K-225,Lenteng Agung,21210503,Approved
8/15/2018,SO/UR/08-2018/014,Plg 17364258,Perorangan,Pry r87m0xd9,K-300 N,Taman Anggrek II,30237818,Approved
8/2/2018,SO/UR/08-2018/015,Plg 18324675,Perorangan,Pry rdmx8079,K-250,Cibitung,21780000,Approved
7/29/2018,SO/UR/08-2018/017,Plg 13425867,PT,Pry rdm90x78,K-375,Cibitung,14437500,Approved
6/25/2018,SO/UR/08-2018/018,Plg 18324756,PT,Pry rdm089x7,K-225,Cibitung,5775000,Approved
8/15/2018,SO/UR/08-2018/019,Plg 18324765,Perorangan,Pry r078dxm9,K-225,Bandung Timur,9061250,Approved
8/15/2018,SO/UR/08-2018/021,Plg 12365847,Perorangan,Pry rdm0789x,K-300,Pulo Gadung,69300000,Approved
8/15/2018,SO/UR/08-2018/022,Plg 13528746,PT,Pry rdmx0798,K-225,Bandung Barat,8464500,Approved
8/15/2018,SO/UR/08-2018/023,Plg 13485267,PT,Pry rdm890x7,K-300,Delta Mas,2924625,Approved
8/15/2018,SO/UR/08-2018/024,Plg 18325467,PT,Pry r87m0x9d,K-300 N,Cikupa,7007000,Approved
8/15/2018,SO/UR/08-2018/025,Plg 18325476,Perorangan,Pry r87m09dx,K-250,Kebon Jeruk,9182250,Approved
8/15/2018,SO/UR/08-2018/026,Plg 18325647,Perorangan,Pry rdmx0798,K-250,Cibubur,11990000,Approved
8/15/2018,SO/UR/08-2018/027,Plg 12438567,CV,Pry rd7980xm,K-250,Sentul,47499375,Approved
8/15/2018,SO/UR/08-2018/028,Plg 12645873,PT,Pry rd08m79x,K-225,Lenteng Agung,12155000,Approved
8/15/2018,SO/UR/08-2018/029,Plg 13657248,CV,Pry rm0x798d,K-350 N,Bandung Barat,121728750,Approved
8/15/2018,SO/UR/08-2018/030,Plg 13657248,CV,Pry rm0x798d,K-125 N,Bandung Barat,15372500,Approved
8/15/2018,SO/UR/08-2018/032,Plg 12586437,Perorangan,Pry rdm8097x,K-225,Lenteng Agung,9350000,Approved
8/15/2018,SO/UR/08-2018/033,Plg 15732864,Perorangan,Pry r9x0m87d,K-225,Cibitung,14025000,Approved
8/15/2018,SO/UR/08-2018/034,Plg 13652847,Perorangan,Pry rmx98d70,K-350 N,Dawuan,3052500,Approved
8/15/2018,SO/UR/08-2018/035,Plg 13625847,Perorangan,Pry rmx79d80,K-250 N,Bandung Timur,3696000,Approved
8/16/2018,SO/UR/08-2018/036,Plg 18325674,Perorangan,Pry r87m09xd,K-225,Pulo Gadung,13436500,Approved
8/16/2018,SO/UR/08-2018/037,Plg 18325746,Perorangan,Pry r87m9dx0,K-225,Dadap,10345500,Approved
8/16/2018,SO/UR/08-2018/038,Plg 12846375,PT,Pry rd89mx70,K-300,Cikupa,14437500,Approved
8/16/2018,SO/UR/08-2018/039,Plg 13426758,Perorangan,Pry rmd07x89,K-225,Delta Mas,17600000,Approved
8/16/2018,SO/UR/08-2018/040,Plg 18325764,Perorangan,Pry r9d8m0x7,K-300,Tambak Sumur,40775625,Approved
8/16/2018,SO/UR/08-2018/041,Plg 18326457,Perorangan,Pry rdmx0798,K-250,Delta Mas,6121500,Approved
8/16/2018,SO/UR/08-2018/042,Plg 13528476,PT,Pry rmxd9708,K-300,Bandung Barat,5280000,Approved
8/16/2018,SO/UR/08-2018/043,Plg 13752648,PT,Pry rm90dx78,K-250,Cilacap,4558125,Approved
8/16/2018,SO/UR/08-2018/044,Plg 13584276,Perorangan,Pry rmx7908d,K-225 N,Bandung Barat,26812500,Approved
8/16/2018,SO/UR/08-2018/045,Plg 12467583,PT,Pry rdx0987m,K-300,Tanah Abang,20212500,Approved
8/16/2018,SO/UR/08-2018/046,Plg 12365784,Perorangan,Pry rdm078x9,K-250 N,Pulo Gadung,44343750,Approved
8/16/2018,SO/UR/08-2018/047,Plg 18326475,Perorangan,Pry r87m9d0x,K-225,Bandung Timur,12320000,Approved
8/16/2018,SO/UR/08-2018/048,Plg 18326475,Perorangan,Pry r87m9d0x,K-300,Bandung Timur,6468000,Approved
8/16/2018,SO/UR/08-2018/049,Plg 12584367,CV,Pry rd0x9m78,K-175,Lenteng Agung,3520000,Approved
8/16/2018,SO/UR/08-2018/050,Plg 13745682,PT,Pry rm9xd708,K-250,Kertajati Cirebon,455812500,Approved
8/16/2018,SO/UR/08-2018/051,Plg 13726548,PT,Pry rm9d078x,K-400 N,Palimanan,55603625,Approved
8/16/2018,SO/UR/08-2018/052,Plg 13657248,CV,Pry rm0x798d,K-350 N,Bandung Barat,1872750,Approved
8/16/2018,SO/UR/08-2018/053,Plg 18326547,Perorangan,Pry rdx90m87,K-250,Lenteng Agung,26565000,Approved
8/16/2018,SO/UR/08-2018/054,Plg 18326547,Perorangan,Pry rdx90m87,K-250,Lenteng Agung,13282500,Approved
8/16/2018,SO/UR/08-2018/055,Plg 18326574,Perorangan,Pry r87m9xd0,K-225,Cibitung,66528000,Approved
8/16/2018,SO/UR/08-2018/056,Plg 18326745,Perorangan,Pry rmd8x970,K-350 N,Cibitung,184511250,Approved
8/16/2018,SO/UR/08-2018/057,Plg 18326754,Perorangan,Pry r87m9x0d,K-350 N,Sentul,12584000,Approved
8/16/2018,SO/UR/08-2018/058,Plg 12736584,PT,Pry rd9x780m,K-300,Kebon Jeruk,44116875,Approved
8/16/2018,SO/UR/08-2018/059,Plg 12736584,PT,Pry rd9x780m,K-300,Kebon Jeruk,33332750,Approved
8/16/2018,SO/UR/08-2018/060,Plg 13258647,Perorangan,Pry rdmx0798,K-250,Cibubur,7799000,Approved
8/16/2018,SO/UR/08-2018/061,Plg 12674583,Perorangan,Pry r87m90dx,K-225,Kebon Jeruk,8204625,Approved
8/16/2018,SO/UR/08-2018/062,Plg 13265748,Perorangan,Pry rd790xm8,K-300,Sentul,176962500,Approved
8/16/2018,SO/UR/08-2018/063,Plg 18327456,Perorangan,Pry r87m90xd,K-225,Dawuan,6545000,Approved
8/16/2018,SO/UR/08-2018/064,Plg 13478652,Perorangan,Pry rmd7x980,K-250,Bekasi,3795000,Approved
8/16/2018,SO/UR/08-2018/065,Plg 13425867,PT,Pry rmd709x8,K-375,Cibitung,14437500,Approved
8/16/2018,SO/UR/08-2018/066,Plg 18327465,Perorangan,Pry rdm0x879,K-225,Lenteng Agung,9212500,Approved
8/16/2018,SO/UR/08-2018/067,Plg 13854267,PT,Pry rd0xm879,K-400,Cikupa,18700000,Approved
8/16/2018,SO/UR/08-2018/068,Plg 17536284,CV,Pry r8m0d79x,K-350 N,Cibubur,32773125,Approved
8/16/2018,SO/UR/08-2018/069,Plg 12584637,Perorangan,Pry rdm097x8,K-225,Lenteng Agung,13860000,Approved
8/16/2018,SO/UR/08-2018/070,Plg 12837546,PT,Pry rd80x9m7,K-450 N,Cikupa,20418750,Approved
8/16/2018,SO/UR/08-2018/071,Plg 13624875,PT,Pry rmx70d98,K-300,Bandung Timur,19404000,Approved
8/16/2018,SO/UR/08-2018/072,Plg 12837546,PT,Pry rd80x9m7,K-450 N,Cikupa,20418750,Approved
8/16/2018,SO/UR/08-2018/073,Plg 18327546,Perorangan,Pry r87xdm09,K-250,Cikupa,19346250,Approved
8/16/2018,SO/UR/08-2018/074,Plg 18327564,Perorangan,Pry rdmx0798,K-300,Cakung,16362500,Approved
8/16/2018,SO/UR/08-2018/075,Plg 18327645,Perorangan,Pry rdmx0798,K-300,Tanah Abang,48125000,Approved
7/31/2018,SO/UR/08-2018/077,Plg 13247865,PT,Pry r87xdm90,B0-0,Cibubur,398750,Approved
8/16/2018,SO/UR/08-2018/078,Plg 13568274,Perorangan,Pry rd0mx897,K-250 N,Dawuan,175175000,Approved
8/16/2018,SO/UR/08-2018/079,Plg 18327654,Perorangan,Pry r0m7x89d,K-225,Cakung,4812500,Approved
8/16/2018,SO/UR/08-2018/080,Plg 13578462,Perorangan,Pry rmx80d79,K-350 N,Dawuan,81400000,Approved
8/16/2018,SO/UR/08-2018/081,Plg 18342567,Perorangan,Pry r09dm8x7,K-225,Casablanca,9625000,Approved
8/16/2018,SO/UR/08-2018/082,Plg 12468537,PT,Pry rdx089m7,K-175,Casablanca,3019500,Approved
8/16/2018,SO/UR/08-2018/083,Plg 12475683,CV,Pry rdx08m97,K-175,Casablanca,30195000,Approved
8/16/2018,SO/UR/08-2018/084,Plg 13645782,Perorangan,Pry r87xd0m9,K-350 N,Bandung Timur,77000000,Approved
8/16/2018,SO/UR/08-2018/085,Plg 18342576,Perorangan,Pry r87xd09m,K-300,Bandung Barat,15400000,Approved
8/16/2018,SO/UR/08-2018/086,Plg 18342657,Perorangan,Pry rdmx0798,K-225,Bandung Timur,13860000,Approved
8/16/2018,SO/UR/08-2018/088,Plg 13648752,PT,Pry rm0x98d7,K-300,Bandung Barat,100100000,Approved
8/16/2018,SO/UR/08-2018/089,Plg 13568472,CV,Pry rmx9087d,"K-300 ,K-300 N,K-300 ",Dawuan,41002500,Approved
8/16/2018,SO/UR/08-2018/090,Plg 13657284,Perorangan,Pry rm0x78d9,K-300,Bandung Barat,7007000,Approved
8/16/2018,SO/UR/08-2018/091,Plg 18342675,Perorangan,Pry r87xd9m0,K-250,Pulo Gadung,20625000,Approved
8/16/2018,SO/UR/08-2018/092,Plg 13625874,Perorangan,Pry rm0d9x87,K-300 N,Bandung Timur,3850000,Approved
8/16/2018,SO/UR/08-2018/093,Plg 12475638,Perorangan,Pry rdmx0798,K-250,Casablanca,14982000,Approved
8/16/2018,SO/UR/08-2018/094,Plg 18342756,Perorangan,Pry r87xd90m,K-300,Lenteng Agung,19250000,Approved
8/16/2018,SO/UR/08-2018/095,Plg 12763845,PT,Pry rd970xm8,K-250,Taman Anggrek II,14300000,Approved
8/16/2018,SO/UR/08-2018/096,Plg 12763845,PT,Pry rd970xm8,K-225,Taman Anggrek II,6121500,Approved
8/16/2018,SO/UR/08-2018/097,Plg 16528437,PT,Pry r87xmd09,K-300,Delta Mas,13860000,Approved
8/16/2018,SO/UR/08-2018/098,Plg 18342765,Perorangan,Pry r87xmd90,K-250,Kebon Jeruk,16615500,Approved
8/16/2018,SO/UR/08-2018/099,Plg 12578463,Perorangan,Pry rd0xm897,K-250 N,Lenteng Agung,4805625,Approved
8/16/2018,SO/UR/08-2018/100,Plg 12473586,Perorangan,Pry rdmx0798,K-300,Tanah Abang,52937500,Approved
8/25/2018,SO/UR/08-2018/1000,Plg 14235768,PT,Pry rdm0x879,K-300,Palimanan,12078000,Approved
8/25/2018,SO/UR/08-2018/1001,Plg 18345267,Perorangan,Pry rdm0x879,K-250,Tambak Sumur,12127500,Approved
8/25/2018,SO/UR/08-2018/1002,Plg 13547682,PT,Pry rmx09d87,K-350 N,Dawuan,7353500,Approved
8/25/2018,SO/UR/08-2018/1003,Plg 18345276,Perorangan,Pry r87xm0d9,K-225,Bandung Timur,54450000,Approved
8/25/2018,SO/UR/08-2018/1004,Plg 12548367,Perorangan,Pry r87xm09d,K-350 N,BSD,21656250,Approved
8/25/2018,SO/UR/08-2018/1005,Plg 18345627,Perorangan,Pry r87xm9d0,K-350,Sentul,5032500,Approved
8/25/2018,SO/UR/08-2018/1006,Plg 12364578,PT,Pry rdm089x7,K-225,Cibitung,6256250,Approved
8/25/2018,SO/UR/08-2018/1007,Plg 18345672,Perorangan,Pry r87xm90d,K-225,BSD,16380375,Approved
8/25/2018,SO/UR/08-2018/1008,Plg 13476285,PT,Pry rmd8970x,K-350,Bekasi,12100000,Approved
8/25/2018,SO/UR/08-2018/1009,Plg 12876345,PT,Pry rd709m8x,K-225,Cibubur,7251750,Approved
8/16/2018,SO/UR/08-2018/101,Plg 18345726,Perorangan,Pry r87x0dm9,K-300,Lenteng Agung,71128750,Approved
8/25/2018,SO/UR/08-2018/1011,Plg 13547682,PT,Pry rmx09d87,K-350 N,Dawuan,7353500,Approved
8/25/2018,SO/UR/08-2018/1013,Plg 18345672,Perorangan,Pry r87xm90d,K-225,BSD,16380375,Approved
8/25/2018,SO/UR/08-2018/1014,Plg 18345267,Perorangan,Pry rdm0x879,K-250,Tambak Sumur,12127500,Approved
8/25/2018,SO/UR/08-2018/1016,Plg 18345627,Perorangan,Pry r87xm9d0,K-350,Sentul,5032500,Approved
8/25/2018,SO/UR/08-2018/1017,Plg 12364578,PT,Pry rdm089x7,K-225,Cibitung,6256250,Approved
8/25/2018,SO/UR/08-2018/1018,Plg 12876345,PT,Pry rd709m8x,K-225,Cibubur,2417250,Approved
8/25/2018,SO/UR/08-2018/1019,Plg 13476285,PT,Pry rmd8970x,K-350,Bekasi,12100000,Approved
8/16/2018,SO/UR/08-2018/102,Plg 15263478,PT,Pry rx870dm9,K-300,Cikupa,25740000,Approved
8/25/2018,SO/UR/08-2018/1021,Plg 18345267,Perorangan,Pry rdm0x879,K-250,Tambak Sumur,12127500,Approved
8/25/2018,SO/UR/08-2018/1022,Plg 13547682,PT,Pry rmx09d87,K-350 N,Dawuan,7353500,Approved
8/25/2018,SO/UR/08-2018/1023,Plg 18345276,Perorangan,Pry r87xm0d9,K-225,Bandung Timur,54450000,Approved
8/25/2018,SO/UR/08-2018/1024,Plg 12548367,Perorangan,Pry r87xm09d,K-350 N,BSD,21656250,Approved
8/25/2018,SO/UR/08-2018/1025,Plg 18345627,Perorangan,Pry r87xm9d0,K-350,Sentul,5032500,Approved
8/25/2018,SO/UR/08-2018/1026,Plg 12364578,PT,Pry rdm089x7,K-225,Cibitung,6256250,Approved
8/25/2018,SO/UR/08-2018/1027,Plg 18345762,PT,Pry r87x0d9m,K-225,Sentul,4139438,Approved
8/25/2018,SO/UR/08-2018/1028,Plg 18345672,Perorangan,Pry r87xm90d,K-225,BSD,16380375,Approved
8/25/2018,SO/UR/08-2018/1029,Plg 13476285,PT,Pry rmd8970x,K-350,Bekasi,12100000,Approved
8/17/2018,SO/UR/08-2018/103,Plg 12738465,Perorangan,Pry rd90m8x7,K-300,Kebon Jeruk,35145000,Approved
8/25/2018,SO/UR/08-2018/1031,Plg 12876345,PT,Pry rd709m8x,K-225,Cibubur,7251750,Approved
8/25/2018,SO/UR/08-2018/1032,Plg 18346257,Perorangan,Pry r87x0md9,K-225 N,Bandung Barat,21505000,Approved
8/25/2018,SO/UR/08-2018/1033,Plg 18345276,Perorangan,Pry r87xm0d9,K-225,Bandung Timur,54450000,Approved
8/25/2018,SO/UR/08-2018/1034,Plg 18346275,PT,Pry r87x0m9d,K-350 N,Cibitung,2048750,Approved
8/25/2018,SO/UR/08-2018/1035,Plg 18345267,Perorangan,Pry rdm0x879,K-250,Tambak Sumur,12127500,Approved
8/25/2018,SO/UR/08-2018/1036,Plg 12548367,Perorangan,Pry r87xm09d,K-350 N,BSD,21656250,Approved
8/25/2018,SO/UR/08-2018/1037,Plg 12364578,PT,Pry rdm089x7,K-225,Cibitung,6256250,Approved
8/25/2018,SO/UR/08-2018/1038,Plg 18345762,PT,Pry r87x0d9m,K-225,Sentul,4139438,Approved
8/25/2018,SO/UR/08-2018/1039,Plg 18346527,Perorangan,Pry r87x09dm,K-300 N,Bandung Barat,18315000,Approved
8/17/2018,SO/UR/08-2018/104,Plg 12837546,PT,Pry rd80x9m7,K-450 N,Cikupa,20418750,Approved
8/25/2018,SO/UR/08-2018/1041,Plg 18345627,Perorangan,Pry r87xm9d0,K-350,Sentul,5032500,Approved
8/25/2018,SO/UR/08-2018/1042,Plg 12876345,PT,Pry rd709m8x,K-225,Cibubur,2417250,Approved
8/25/2018,SO/UR/08-2018/1043,Plg 18345762,PT,Pry r87x0d9m,K-225,Sentul,4139438,Approved
8/25/2018,SO/UR/08-2018/1044,Plg 18346275,PT,Pry r87x0m9d,K-350 N,Cibitung,2048750,Approved
8/25/2018,SO/UR/08-2018/1045,Plg 13652748,Perorangan,Pry rm0x978d,K-250 N,Dawuan,3998500,Approved
8/25/2018,SO/UR/08-2018/1046,Plg 18346257,Perorangan,Pry r87x0md9,K-225 N,Bandung Barat,21505000,Approved
8/25/2018,SO/UR/08-2018/1048,Plg 18345267,Perorangan,Pry rdm0x879,K-250,Tambak Sumur,12127500,Approved
8/25/2018,SO/UR/08-2018/1049,Plg 13476285,PT,Pry rmd8970x,K-350,Bekasi,12100000,Approved
8/17/2018,SO/UR/08-2018/105,Plg 12473658,Perorangan,Pry rdmx0798,K-350,Tanah Abang,20462750,Approved
8/25/2018,SO/UR/08-2018/1050,Plg 12876345,PT,Pry rd709m8x,K-225,Cibubur,2417250,Approved
8/25/2018,SO/UR/08-2018/1052,Plg 18346527,Perorangan,Pry r87x09dm,K-300 N,Bandung Barat,18315000,Approved
8/25/2018,SO/UR/08-2018/1054,Plg 18345276,Perorangan,Pry r87xm0d9,K-225,Bandung Timur,54450000,Approved
8/25/2018,SO/UR/08-2018/1055,Plg 13652748,Perorangan,Pry rm0x978d,K-250 N,Dawuan,3998500,Approved
8/25/2018,SO/UR/08-2018/1056,Plg 18346257,Perorangan,Pry r87x0md9,K-225 N,Bandung Barat,21505000,Approved
8/25/2018,SO/UR/08-2018/1057,Plg 18346275,PT,Pry r87x0m9d,K-350 N,Cibitung,2048750,Approved
8/25/2018,SO/UR/08-2018/1059,Plg 18345267,Perorangan,Pry rdm0x879,K-250,Tambak Sumur,12127500,Approved
8/17/2018,SO/UR/08-2018/106,Plg 18346572,Perorangan,Pry r87x09md,K-225,Lenteng Agung,12512500,Approved
8/25/2018,SO/UR/08-2018/1060,Plg 18345672,Perorangan,Pry r87xm90d,K-225,BSD,16380375,Approved
8/25/2018,SO/UR/08-2018/1061,Plg 18345276,Perorangan,Pry r87xm0d9,K-225,Bandung Timur,54450000,Approved
8/25/2018,SO/UR/08-2018/1062,Plg 13476285,PT,Pry rmd8970x,K-350,Bekasi,12100000,Approved
8/25/2018,SO/UR/08-2018/1063,Plg 12876345,PT,Pry rd709m8x,K-225,Cibubur,2417250,Approved
8/25/2018,SO/UR/08-2018/1064,Plg 18345762,PT,Pry r87x0d9m,K-225,Sentul,4139438,Approved
8/25/2018,SO/UR/08-2018/1065,Plg 18346725,Perorangan,Pry r87x9dm0,K-300,Dawuan,4881250,Approved
8/25/2018,SO/UR/08-2018/1067,Plg 18345672,Perorangan,Pry r87xm90d,K-225,BSD,16380375,Approved
8/25/2018,SO/UR/08-2018/1068,Plg 13652748,Perorangan,Pry rm0x978d,K-250 N,Dawuan,3998500,Approved
8/25/2018,SO/UR/08-2018/1069,Plg 18346257,Perorangan,Pry r87x0md9,K-225 N,Bandung Barat,21505000,Approved
8/17/2018,SO/UR/08-2018/107,Plg 18346752,Perorangan,Pry rdmx0798,K-350,Cibubur,6997375,Approved
8/25/2018,SO/UR/08-2018/1070,Plg 12876345,PT,Pry rd709m8x,K-225,Cibubur,2417250,Approved
8/25/2018,SO/UR/08-2018/1072,Plg 18345627,Perorangan,Pry r87xm9d0,K-350,Sentul,5032500,Approved
8/25/2018,SO/UR/08-2018/1073,Plg 18346725,Perorangan,Pry r87x9dm0,K-300,Dawuan,4881250,Approved
8/25/2018,SO/UR/08-2018/1075,Plg 18345276,Perorangan,Pry r87xm0d9,K-225,Bandung Timur,54450000,Approved
8/25/2018,SO/UR/08-2018/1076,Plg 18346257,Perorangan,Pry r87x0md9,K-225 N,Bandung Barat,21505000,Approved
